voc_trt_perd_itg_cd,voc_prod_sbt_id,voc_wjt_sorc_id,voc_type_itg_cd,voc_sttus_itg_cd,voc_trt_reslt_itg_cd,cust_clas_itg_cd,bprod_sbt_id,age_itg_cd,cont_sttus_itg_cd,new_date,opn_nfl_chg_date,cust_dtl_ctg_itg_cd,voc_trt_degr_div_itg_cd,voc_dupl_tmscnt,oos_cause_type_itg_cd,voc_trt_need_time_itg_cd,engt_cperd_type_itg_cd,engt_tgt_div_itg_cd,cont_fns_pam_date,voc_mis_pbls_yn,fclt_oos_yn,cust_snsry_base_conf_need_time,trm_yn
_,1001027746,3094,10009,10002,_,I,1000702598,43,10001,20161205,20161205,10003,20001,0,10269,10001,15097,15244,20191204,N,N,0,N
_,1001028473,2393,10009,10002,_,G,1000851643,50,10001,20121103,20121103,10003,20001,0,_,10001,15098,15244,20200518,N,_,0,N
10000,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047802,2153,10009,10002,_,G,1001046524,23,10001,20200323,20200323,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,2153,10009,10002,_,J,1000767879,50,10001,20170727,20170727,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2055,10009,10002,_,L,1000737200,50,10001,20180518,20180518,10002,20001,0,_,10001,15097,15244,20210517,N,_,0,N
_,1001045302,2266,10009,10002,_,J,1001045227,41,10001,20180326,20180326,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,3614,10009,10003,_,J,1000767883,59,10001,20160615,20160615,10003,20002,0,_,10038,_,_,99991231,N,_,1,N
_,1001076887,2064,10009,10002,_,L,1001076319,39,10001,20010621,20010704,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027710,341,10009,10002,_,G,1000002530,36,10002,20100907,20100907,10003,20001,0,_,10001,15097,15249,20180429,N,_,0,N
10000,1000671871,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,155,10007,10002,_,J,1001044103,49,10001,20200410,20200410,10002,20002,0,_,10004,15097,15244,20230409,N,_,0,N
10000,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,2153,10009,10002,_,L,1001046523,55,10001,20181105,20181105,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027836,3279,10009,10002,10081,J,1000003205,28,10001,20140604,20140604,10002,20001,0,_,10001,15097,15244,20160603,N,_,0,N
_,1000665328,3303,10009,10002,10026,G,1000001126,72,10001,19861117,19861117,10002,20001,0,_,10001,_,_,99991231,N,_,0,Y
_,1001061190,2125,10009,10002,_,L,1001060910,33,10001,20170807,20170807,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,360,10009,10002,_,I,1000001126,40,10001,20161214,20161214,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
10000,1000781553,2153,10009,10002,_,_,1000767879,52,10001,20110110,20200410,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
10000,1000669042,127,10009,10002,_,L,1001076319,40,10001,20141121,20141121,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,2285,10011,10002,_,I,1001044103,41,10005,20170311,20170311,10002,20002,0,_,10007,15097,15244,20200310,N,_,225226,N
10000,1001027746,2391,10011,10002,_,L,1000702598,32,10001,20170327,20170327,10003,20001,0,_,10002,15097,15244,20200326,N,_,0,N
_,1000711700,2249,10009,10002,_,G,1000737200,75,10001,20190502,20190502,10003,20001,0,_,10001,15097,15244,20220501,N,_,0,N
_,1001042734,3086,10009,10002,_,I,1001040769,71,10001,20180329,20180329,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000669296,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792881,656,10009,10002,_,I,1001046521,83,10001,20110404,20110404,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10002,1001061190,2058,10007,10002,_,L,1001060910,47,10001,20100909,20141204,10003,20002,0,_,10023,_,_,99991231,N,_,1,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000779225,463,10009,10002,_,L,1000753457,58,10005,20170119,20170119,90027,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1001047801,3086,10009,10002,_,L,1001046523,37,10001,20190411,20190411,10003,20001,0,_,10012,_,_,99991231,N,_,0,N
10000,-998,1519,10003,10002,_,L,1000851762,59,10001,20150907,20150907,10003,20001,0,10266,10005,15098,15244,20210906,_,N,0,N
10000,1001060659,1890,10009,10002,_,G,1001059435,13,10001,20200328,20200328,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1000670060,128,10009,10002,_,_,1001046520,_,10001,20190424,20190424,10018,20001,0,_,10011,_,_,99991231,N,_,0,N
10000,1001047798,329,10009,10002,_,J,1001046520,64,10001,20181011,20181011,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054413,1636,10003,10002,_,_,1001049407,_,10001,20170719,20170719,90056,20001,0,10237,10003,15097,15244,20200718,N,N,0,N
_,1000792727,2177,10009,10003,_,G,1001045228,55,10005,20141010,20150403,10003,20002,0,_,10038,_,_,99991231,N,_,1,N
10000,1001028873,128,10009,10002,_,F,1000003237,_,10001,20190723,20190723,90029,20001,0,_,10001,15097,15244,20220722,N,_,0,N
10000,1001027747,3530,10009,10002,10081,L,1000737200,45,10001,20170410,20170410,90029,20001,0,_,10001,15097,15244,20200409,N,_,0,N
_,1001027747,2064,10009,10002,_,G,1000737200,_,10001,20150921,20150921,90029,20001,0,_,10001,15097,15244,20181220,N,_,0,N
_,1000670017,656,10009,10002,_,L,1000767883,50,10001,20091031,20091031,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054928,314,10009,10002,_,L,1001049617,29,10001,20151027,20151027,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028545,3522,10009,10002,10026,J,1000851822,36,10005,20140802,20140802,10003,20001,0,_,10001,15098,15244,20200113,N,_,0,N
10000,1000823896,656,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047802,127,10009,10002,_,L,1001046524,28,10001,20190305,20190305,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,2174,10009,10002,_,L,1001046523,37,10001,20141201,20141201,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1646,10003,10002,_,_,1000001126,_,10001,19801231,19801231,90024,20001,0,10238,10006,_,_,99991231,N,N,0,N
10000,1001027710,289,10009,10002,_,I,1000002530,82,10001,20061014,20061014,10003,20001,0,_,10001,15098,15244,20190830,N,_,0,N
10000,1000781558,2266,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10002,_,_,99991231,N,_,0,N
_,1001028565,1574,10009,10002,_,F,1000851873,67,10001,20200327,20200327,10003,20001,0,10258,10001,15097,15244,20230326,N,N,0,N
10000,1001028873,128,10009,10002,_,_,1000003237,_,10001,20200408,20200408,90056,20001,0,_,10001,15097,15244,20230407,N,_,0,N
_,1001028710,3249,10009,10002,10026,F,1000852214,67,10005,20111001,20111001,10003,20001,0,_,10001,15098,15244,20171001,N,_,0,N
10000,1001027819,2153,10009,10002,_,L,1001034703,40,10001,20010219,20010309,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000792727,2177,10009,10003,_,I,1000737200,50,10001,20180413,20180413,90029,20002,0,_,10038,15097,15244,20210721,N,_,0,N
10000,1001027747,155,10011,10002,_,I,1000737200,40,10001,20170307,20170307,10003,20002,0,_,10006,15097,15244,20200306,N,_,832,N
_,1000763389,3086,10009,10002,_,G,1000748648,37,10001,20170411,20170411,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,3086,10009,10002,_,L,1001046520,60,10001,20180412,20180412,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1646,10003,10002,_,F,1000001126,82,10001,19890711,19890711,10003,20001,0,10241,10002,_,_,99991231,N,N,0,N
_,1001076887,2153,10009,10002,_,J,1001076319,24,10001,20161003,20161003,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001044841,2285,10009,10002,_,J,1001044103,72,10001,20161025,20161025,10003,20001,0,_,10001,15097,15244,20191024,N,_,0,N
_,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001060659,298,10009,10002,_,G,1001059435,17,10001,20170302,20170302,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,1664,10009,10002,_,L,1000767883,57,10001,20120716,20120716,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027747,2106,10009,10002,10081,L,1000737200,29,10001,20161004,20161004,10003,20001,0,_,10001,15097,15244,20200315,N,_,0,N
_,1001027747,127,10009,10002,_,I,1000737200,76,10001,20181020,20181020,10002,20001,0,_,10001,15097,15244,20211019,N,_,0,N
10000,1000665470,2053,10009,10002,_,F,1000851881,57,10005,20200410,20200410,10003,20002,1,_,10002,15097,15244,20230410,N,_,0,N
_,1001028597,1886,10009,10002,_,L,1000851881,32,10001,20120816,20120816,10002,20001,0,_,10001,15097,15244,20150815,N,_,0,N
10000,1001027836,3228,10009,10002,10104,J,1000003205,54,10005,20120928,20120928,10002,20001,1,_,10001,15097,15244,20140927,N,_,0,N
_,1001047801,2153,10009,10002,_,J,1001046523,59,10001,20140610,20140610,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000669883,329,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001044841,155,10007,10002,_,L,1001044103,31,10001,20170406,20170406,10002,20002,0,_,10003,15097,15244,20200406,N,_,0,N
10000,1001044841,463,10009,10002,_,L,1001044103,27,10001,20180406,20180406,10002,20001,0,_,10003,15097,15244,20210405,N,_,0,N
10000,1001061190,2175,10009,10002,_,L,1001060910,71,10001,20161027,20161027,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000781554,2174,10009,10002,_,G,1000767880,51,10001,20140724,20140724,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2153,10009,10002,_,I,1000001126,57,10001,19920618,19920618,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,294,10009,10002,_,I,1000737200,41,10001,20180611,20180611,10003,20001,0,_,10001,15097,15244,20210706,N,_,0,N
_,1001027819,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,2153,10009,10002,_,F,1000001126,59,10001,19900227,19900227,10002,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,3086,10009,10002,_,L,1000767883,53,10001,20120109,20120109,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027819,155,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054413,1636,10003,10002,_,_,1001049407,_,10001,20200401,20200401,90056,20001,0,10269,10003,_,_,99991231,N,N,0,N
_,1001027836,3530,10009,10002,10081,L,1000003205,46,10001,20090725,20090725,10002,20001,0,_,10001,15098,15244,20150611,N,_,0,N
10000,1001027746,2075,10009,10002,_,L,1000817975,42,10001,20150127,20150127,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,3260,10009,10002,10026,I,1000001126,38,10005,20161228,20161228,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047802,1058,10003,10002,_,L,1001046524,54,10001,20140603,20140603,10019,20002,0,_,10002,_,_,99991231,N,_,0,N
_,1001028521,1560,10003,10005,_,L,1000851762,39,10001,20141202,20170828,90029,20001,0,_,10038,15098,15244,20210204,N,_,0,N
_,1001044841,3260,10009,10002,10081,G,1001044103,52,10001,20160116,20160116,10002,20001,0,_,10001,15097,15277,20230129,N,_,0,N
10000,1000784644,279,10009,10002,_,G,1000784228,37,10001,20190605,20190605,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,I,1000737200,54,10001,20080829,20080829,10003,20001,0,_,10001,15097,15249,20220514,N,_,0,N
_,1000792727,2178,10009,10003,_,_,-998,_,_,10101,10101,_,20002,0,_,10038,_,_,99991231,N,_,0,N
10000,1001044841,155,10009,10002,_,G,1001044103,23,10005,20170224,20170224,10003,20001,0,_,10001,15097,15244,20200223,N,_,0,N
10000,1001027746,2064,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665328,314,10009,10002,_,G,1000001126,44,10001,20140724,20140724,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,3303,10009,10002,10026,J,1000851873,63,10005,20170302,20170302,10003,20001,0,_,10001,15097,15244,20200301,N,_,0,N
_,1001028488,289,10009,10002,_,I,1000851873,63,10001,20131111,20131111,10003,20001,0,_,10001,15097,15244,20161110,N,_,0,N
10000,1001047801,1663,10009,10002,_,J,1001046523,51,10001,20171002,20171002,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000784644,2126,10009,10002,_,G,1000784228,60,10001,20180221,20180221,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,2153,10009,10002,_,_,1000702598,_,10001,20160407,20180410,90056,20001,0,_,10001,15097,15244,20190511,N,_,0,N
_,1001027747,3847,10009,10002,_,L,1000737200,30,10001,20180604,20180604,10002,20001,0,_,10001,15097,15244,20210603,N,_,0,N
_,1000665328,2153,10009,10002,_,L,1000001126,34,10001,20200106,20200106,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000670996,3086,10009,10002,_,G,1000461777,76,10001,20161028,20161028,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027844,2153,10009,10002,_,_,1000003226,_,10001,20120704,20120704,90027,20001,0,_,10001,15098,15244,20181019,N,_,0,N
_,1001047801,329,10009,10002,_,J,1001046523,25,10005,20180424,20180424,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047798,3086,10009,10002,_,F,1001046520,60,10001,20140903,20140903,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665499,128,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,329,10009,10002,_,_,1001046523,20,10005,20190528,20190528,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10004,1001027819,288,10007,10002,_,G,1000720809,45,10002,20170417,20170417,90029,20002,0,_,10037,15097,15244,20200416,N,_,0,N
10000,1001035939,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047801,360,10009,10002,_,L,1001046523,54,10001,20170929,20170929,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028488,2153,10009,10002,_,J,1000851716,50,10001,20111130,20111130,10002,20001,0,_,10001,15098,15244,20220602,N,_,0,N
10000,1000779175,1022,10003,10002,_,_,1001038986,17,10001,20200406,20200406,10003,20002,0,_,10005,_,_,99991231,N,_,1,N
_,1001028473,3530,10009,10002,10081,I,1000851643,39,10001,20131206,20131206,10003,20001,0,_,10001,15097,15244,20201128,N,_,0,N
_,1001027747,2153,10009,10002,_,L,1000002571,40,10001,20171030,20171030,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028710,1566,10003,10002,_,G,1000852214,58,10001,20121113,20121113,10003,20001,0,_,10003,15098,15244,20200124,N,N,0,N
_,1001027747,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001054928,3086,10009,10002,_,L,1001049617,21,10001,20180630,20180630,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,-998,2053,10009,10003,_,_,1001044103,_,10007,10101,10101,90024,20002,0,_,10038,15097,15244,20230409,N,_,0,Y
_,1000781553,3086,10009,10002,_,J,1000767879,50,10001,20170410,20170410,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028488,2106,10009,10002,10081,I,1000851873,42,10001,20171222,20171222,10002,20001,0,_,10001,15097,15244,20201221,N,_,0,N
_,1001027746,2080,10009,10002,_,G,1000702598,19,10001,20200409,20200409,10003,20001,0,_,10001,15097,15244,20230408,N,_,0,N
10000,-998,1519,10003,10002,_,_,1000852095,_,10001,20151013,20200203,90056,20001,0,10258,10003,15097,15277,20230204,_,N,0,N
10000,1000781558,3086,10009,10002,_,L,1000767883,42,10001,20091012,20091012,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,-998,1519,10003,10002,_,J,1000702598,46,10001,20090731,20090731,10003,20001,0,10242,10009,15097,15244,20170717,_,N,0,N
10000,-998,1519,10003,10002,_,L,1000737200,44,10001,20180430,20180430,10019,20001,0,10242,10002,15097,15244,20210429,_,N,0,N
10001,1001054413,1561,10003,10002,_,F,1001049407,26,10001,20200409,20200409,10003,20001,0,10249,10009,_,_,99991231,N,N,0,N
_,1001076887,362,10009,10002,_,J,1001076319,59,10001,20171116,20171116,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028567,379,10009,10002,_,G,1000851875,64,10001,20200131,20200131,10003,20001,0,10270,10001,15097,15244,20230130,N,N,0,N
10000,1001047798,155,10009,10002,_,G,1001046520,52,10001,20200401,20200401,10003,20001,0,_,10001,_,_,99991231,N,_,0,Y
_,1000665328,1646,10003,10005,_,F,1000001126,71,10001,20020810,20020810,10003,20001,0,_,10038,_,_,99991231,N,_,0,N
10000,1001028565,294,10009,10002,_,J,1000851873,51,10001,20100510,20100510,90029,20002,0,_,10001,15097,15244,20130509,N,_,0,N
10000,1001027747,1636,10003,10002,_,J,1000737200,39,10001,20131102,20131102,10002,20001,0,10258,10003,15097,15249,20200321,N,N,0,N
_,1000784644,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027710,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10001,1000665328,1646,10003,10002,_,_,1000001126,_,10001,20050805,20050805,90056,20001,0,10242,10008,_,_,99991231,N,N,0,N
_,1001044841,2153,10009,10002,_,_,1000003237,_,10001,20150819,20150819,90024,20001,0,_,10001,15097,15244,20180818,N,_,0,N
10000,1001027747,656,10009,10002,_,L,1000737200,39,10001,20160608,20160608,90029,20001,0,_,10001,15097,15244,20190607,N,_,0,N
_,1001045303,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,-998,1519,10003,10002,_,I,1000002530,63,10001,20091124,20091124,10003,20001,0,_,10001,15097,15249,20131231,_,N,0,N
10000,1001027746,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000781558,277,10009,10002,_,J,1000767883,45,10001,20140123,20141027,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001047798,2153,10009,10002,_,G,1001046520,41,10001,20110630,20110630,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027746,2057,10009,10002,_,_,1000720809,_,10001,20050110,20050110,90027,20001,0,_,10001,15098,15244,20150718,N,_,0,N
_,1000667628,2064,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,1646,10003,10002,_,L,1000001126,59,10001,20100802,20100802,90029,20001,0,10268,10008,_,_,99991231,N,N,0,N
10000,1001035942,2153,10009,10002,_,L,1001034678,42,10001,20110801,20110801,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000675279,329,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028565,3321,10009,10002,10081,G,1000851873,50,10001,20190226,20190226,10003,20001,0,_,10001,15097,15244,20220225,N,_,0,N
_,1001072596,329,10009,10002,_,G,1001072524,67,10001,20130726,20160220,90030,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,J,1000748564,72,10001,20160406,20160406,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027819,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028567,140,10009,10002,_,F,1000851875,_,10001,20200407,20200407,90029,20001,0,_,10001,15097,15244,20230406,N,_,0,N
_,1001027746,184,10009,10002,10021,G,1000702598,57,10001,20190408,20190408,10003,20001,0,_,10001,15097,15244,20220407,N,_,0,N
_,1001027747,294,10009,10002,_,I,1000737200,64,10001,20080328,20080328,10002,20001,0,_,10001,15097,15249,20150404,N,_,0,N
10000,1000781558,155,10009,10002,_,J,1000767883,50,10001,20000327,20161002,90024,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,2153,10009,10002,_,_,1000737200,_,10001,20191226,20191226,90056,20001,0,_,10001,15097,15244,20221225,N,_,0,N
_,1001045303,2174,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665870,128,10009,10002,_,L,1000001126,42,10001,20200408,20200408,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001028473,3321,10009,10002,10026,I,1000851643,51,10001,20141105,20141105,90029,20001,0,_,10001,15097,15244,20171104,N,_,0,Y
10000,1000665328,294,10009,10002,_,F,1000001126,56,10001,19960329,19960329,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028488,3812,10009,10002,_,L,1000851881,32,10001,20170408,20170408,10002,20001,0,_,10001,15097,15277,20230409,N,_,0,N
_,1000669883,329,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,379,10009,10002,_,L,1000737200,47,10001,20191130,20191130,10002,20001,0,10270,10001,15097,15244,20221129,N,N,0,N
_,1001028573,379,10009,10002,_,G,1000851881,40,10001,20100519,20100519,10003,20001,0,10270,10001,15098,15244,20200402,N,N,0,N
_,1001054928,2153,10009,10002,_,L,1001049617,24,10001,20161214,20161214,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000665328,277,10009,10002,_,F,1000001126,65,10001,19950711,19950711,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000781558,2153,10009,10002,_,L,1000767883,37,10001,20050207,20050207,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10002,1001027747,3796,10011,10002,_,I,1000737200,45,10001,20091029,20091029,10002,20001,0,_,10018,15097,15277,20230304,N,_,0,N
_,1000665328,523,10009,10002,_,F,1000001126,72,10001,19901124,19901124,90029,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1000819130,1024,10003,10002,_,F,1000675985,9,10001,20170307,20170307,10003,20002,0,_,10002,_,_,99991231,N,_,0,N
10000,1001061189,329,10009,10002,_,L,1001060909,30,10001,20191205,20191205,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027768,155,10007,10002,_,_,1000002880,_,10001,20100728,20100728,10011,20002,0,_,10002,15097,15244,20110727,N,_,1,N
10000,1001027836,1646,10003,10002,_,I,1000003205,62,10001,20190118,20190118,90029,20001,0,10242,10003,15097,15244,20220117,N,N,0,N
10000,1001036914,1574,10003,10002,_,L,1001036517,56,10001,20190530,20190530,10002,20001,0,10268,10007,15097,15244,20220529,N,N,0,N
10000,1001027747,184,10009,10002,10003,O,1000737200,_,10001,20161125,20161125,90029,20001,0,_,10001,15097,15244,20191124,N,_,0,N
10000,1001028567,2153,10009,10002,_,L,1001044103,34,10001,20190423,20190423,10003,20001,0,_,10001,15097,15244,20220422,N,_,0,N
10000,1001047799,360,10009,10002,_,I,1001046521,21,10001,20170822,20170822,10003,20001,0,_,10002,_,_,99991231,N,_,0,N
_,1001027819,2153,10009,10002,_,L,1000720809,51,10001,20170930,20170930,10003,20001,0,_,10001,15097,15244,20200929,N,_,0,N
10000,1001072601,656,10009,10002,_,G,1001072529,76,10001,20170712,20170712,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000763388,3086,10009,10002,_,L,1000748647,39,10001,20091205,20091205,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000787867,2153,10009,10002,_,_,-998,_,_,10101,10101,_,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027747,127,10009,10002,_,G,1000737200,63,10001,20060124,20060124,10003,20001,0,_,10001,15097,15249,20130920,N,_,0,N
10000,1001027747,2106,10009,10002,10081,I,1000737200,61,10001,20111001,20111001,10003,20001,0,_,10001,15097,15244,20140930,N,_,0,N
10000,1001028646,3811,10009,10002,_,G,1000852024,48,10001,20110704,20110704,10003,20001,0,_,10001,15098,15244,20160820,N,_,0,Y
_,1001028473,312,10009,10002,_,L,1000851643,55,10001,20150211,20150211,10003,20001,0,_,10001,15097,15244,20180226,N,_,0,N
10000,1000781558,329,10009,10002,_,L,1000767883,50,10001,20180329,20190924,10019,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000811110,298,10009,10002,_,G,1000809142,67,10001,20150924,20150924,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001047801,2126,10009,10002,_,L,1001046521,55,10001,20150902,20150902,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10005,1000665328,1568,10003,10002,_,G,1000001126,56,10001,20150917,20150917,90029,20001,0,10689,10037,_,_,99991231,N,N,0,N
10000,1000665328,1646,10003,10002,_,G,1000001126,38,10001,20120308,20120308,10003,20001,0,10241,10002,_,_,99991231,N,N,0,N
_,1000669287,463,10009,10002,_,F,1000258653,74,10005,20150130,20150130,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001028565,3321,10009,10002,10026,I,1000851873,59,10001,20170104,20180508,90029,20001,0,_,10001,15097,15244,20200103,N,_,0,N
_,1001028567,289,10009,10002,_,L,1000851875,33,10001,20191016,20191016,10002,20001,0,_,10001,15097,15244,20221015,N,_,0,N
_,1001047799,2126,10009,10002,_,J,1000748612,45,10001,20170510,20170510,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
10000,1001061190,329,10007,10002,_,L,1001060910,47,10001,20190702,20190702,10019,20002,0,_,10001,_,_,99991231,N,_,0,N
10000,1001027746,1560,10003,10002,_,L,1000702598,60,10001,20200318,20200318,10003,20001,0,10268,10008,15097,15244,20230317,N,N,0,N
10001,1001027747,1631,10003,10002,_,G,1000737200,30,10001,20181110,20181110,10003,20001,0,10242,10009,15097,15244,20211109,N,N,0,N
10000,1000665328,294,10009,10002,_,L,1000001126,53,10001,20180316,20180316,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1000665875,128,10009,10002,_,L,1001046523,36,10001,20181215,20181215,10003,20001,0,_,10001,_,_,99991231,N,_,0,N
_,1001027836,2153,10009,10002,_,I,1000003205,46,10005,20170405,20170405,90029,20001,0,_,10001,15097,15244,20200404,N,_,0,N
10006,1000675446,128,10009,10002,_,L,1001060910,35,10001,20190628,20190628,10003,20001,0,_,10037,_,_,99991231,N,_,0,N
